,file_path,xml_id,text_content,num_lb,num_quote,num_rs,num_add,num_del,num_hi,num_handShift,num_metamark,num_anchor,text_length,num_ptr,zone_id,zone_points,zone_area_px2,corpus_spaced,druck_unbekannt,hand,klein,nummer,x-klein
11,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.5IUkKy,Verschiedene Methoden der Farbenzusammenstellung.,1,0,0,0,0,0,0,0,0,49,0,facs_2_r4,"922,705 2632,705 2632,791 922,791",147060.0,0.0,0.0,0.0,1.0,0.0,0.0
12,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.7u0yjs,"Ich glaube, es sind nur zwei Methoden denkbar, wornach Ruhe und Harmonie in den Farben (sowie in den räumlichen Verbin- dungen) erreicht wird. Die erste beruht auf dem Prinzipe der gleichmässigen Vertheilung, die andere auf dem der Sub- ordination oder der Autorität.",5,0,0,0,1,4,0,0,0,267,0,facs_2_r5,"547,859 3033,859 3033,1386 547,1386",1310122.0,1.0,0.0,0.0,0.0,0.0,0.0
13,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.gGiO2H,"Nach dem ersteren wird durch Juxtaposition vieler gleich in- tensiv wirkender Farben- oder Formenelemente eine Art von üp- piger und florirter Monotonie hervorgebracht, bei der das Auge nichts vermisst, aber auch nichts Sonderliches findet.",4,0,0,0,0,2,0,0,0,240,0,facs_2_r6,"549,1380 3033,1380 3033,1815 549,1815",1080540.0,1.0,0.0,0.0,0.0,0.0,0.0
14,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.iflPmb,"Diese Ruhe als Resultat raschester Vibration, diese Einförmig- keit des Reichthumes ist das eigentlich orientalische Prinzip der Ornamentation in Formen und Farben. Um bei den Farben zu bleiben, so gibt es drei Grundfarben, das Gelb, das Roth und das Blau, die in Beziehung auf Aktivität oder in Beziehung auf das Vermögen, den Gesichtssinn zu spannen und zu reizen, ein mitt- leres Proportionalverhältniss bilden, nämlich es verhält sich in Be- ziehung auf Aktivität das Gelb zum Roth wie 5 zu 3 und das Roth zum Blau wie 3 zu 2, oder auch genauer das Gelb zum Roth wie 8 zu 5 und das Roth zum Blau wie 5 zu 3. Sollen also alle drei Farben so einander juxtaponirt werden, dass sie gleichmässig reizen, so muss nach den umgekehrten Verhältnissen die Mischung statt- finden, nämlich, wenn die ganze kolorirte Fläche aus 16 Theilen besteht, so kommen davon 8 Theile auf das imitativ schwächste ‡ Blau, 5 Theile auf das mittel-imitative ‡ Roth und 3 Theile auf das hoch-imitative ‡ Gelb, vorausgesetzt, dass alle drei angewendete Farben der Intensität, d. h. der Sättigung des Tones nach, einander ungefähr gleich sind. Bei gemischten Farben ist dieses dasselbe. Eine Mischung von 8mal Blau, 5mal Roth und 3mal Gelb gibt ein ganz neutrales Grau. Stellt man Gelb dem sekundären Violet gegenüber, so nimmt das Gelb 3 Theile ein, das Violet dagegen die übrigen 13 Theile zusammen. Dieses Violet besteht aber selbst aus 8 Theilen Blau und 5 Theilen Roth. Combinirt man nach dem Prinzipe der gleichmässigen Vertheilung das Roth im Gegensatze zum Grün, so muss das Roth 5 Theile der Oberfläche einnehmen, die übrigen 11 Theile gehören dem Grün als Grunde. Setzt man Grün, Blau und Violet neben einander, so darf, da das Blau in",27,0,1,3,3,1,0,3,0,1718,0,facs_2_r7,"554,1798 3045,1798 3056,3250 3056,4630 554,4630 554,3250",7077678.0,1.0,0.0,0.0,0.0,0.0,0.0
15,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.I4Tk0i,del r,1,0,0,1,0,0,2,0,0,5,0,facs_2_r8,"3031,764 3330,764 3330,1016 3031,1016",75348.0,0.0,0.0,1.0,0.0,0.0,0.0
16,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.gkG9Xl,schwach intensive intensive intensive reizende neutral,6,0,0,6,6,0,6,0,0,54,0,facs_2_r9,"56,2993 592,2995 590,3917 54,3915",494196.0,0.0,0.0,1.0,0.0,0.0,0.0
17,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.eAWvrt,‡ schwach- irrita- tive,4,0,0,4,0,0,0,1,0,23,0,facs_2_r10,"3028,2761 3374,2761 3374,3271 3029,3289",179319.0,0.0,0.0,1.0,0.0,0.0,0.0
18,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.8TdbAN,‡ irrita- tive,2,0,0,2,0,0,0,1,0,14,0,facs_2_r11,"3028,3264 3114,3264 3374,3306 3374,3472 3028,3499",71179.0,0.0,0.0,1.0,0.0,0.0,0.0
19,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.bg7uOR,‡ dto,1,0,0,1,0,0,2,1,0,5,0,facs_2_r12,"3038,3482 3286,3482 3286,3626 3038,3626",35712.0,0.0,0.0,1.0,0.0,0.0,0.0
20,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.reoH7t,51,1,0,0,0,0,0,0,0,0,2,0,facs_2_r13,"6054,391 6137,391 6137,461 6054,461",5810.0,0.0,0.0,0.0,0.0,1.0,0.0
21,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.zg2NTI,Textile Kunst. Die Decke.,1,0,1,0,0,0,0,0,0,25,0,facs_2_r14,"4476,369 5326,369 5326,432 4476,432",53550.0,0.0,0.0,0.0,1.0,0.0,0.0
22,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.W1bmYj,"allen dreien vorkommt und ihm im Ganzen nur 8 Theile der Oberfläche gebühren, das blaue Feld = 4, das grüne Feld = 2 + 3 = 5, das violette Feld = 2 + 5 = 7 sein.1",3,0,0,0,0,1,0,1,0,162,0,facs_2_r15,"3690,540 6165,540 6165,757 5666,859 3823,859 3690,859",764076.0,1.0,0.0,0.0,0.0,0.0,0.0
23,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.TUMEVB,"Nach ähnlichen Verhältnissen sind die meisten orientalischen Muster in Beziehung auf Farbenvertheilung geordnet, wobei dann jeder Farbe ihr Recht geschieht und das Resultat ein indifferentes ist. Es versteht sich, dass, was eine dieser Farben an Kraft und Intensität gewinnt und in dieser Beziehung vor den juxtaponirten beiden anderen Farben voraus hat, für dieselbe in Beziehung auf quantitatives Wirken abgezogen werden muss, so dass zuletzt das Gleichgewicht erhalten bleibt.",8,0,0,0,0,0,0,0,0,479,0,facs_2_r16,"3680,856 6195,856 6195,1700 3680,1700",2122660.0,1.0,0.0,0.0,0.0,0.0,0.0
24,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.GVjFVr,"Die beiden Farbenpole, das Schwarz und Weiss, kommen da- bei auf zweierlei Weise in Betracht. Erstens als Grundtöne, zweitens als Vermittlungstöne. Ist nur eines von beiden Far- benextremen, das Weiss oder das Schwarz, Grundton, so sind auf diesem die drei Hauptfarben nach dem Verhältnisse von 8, 5, 3 zu vertheilen, wobei nämlich nur der von den Farben wirklich bedeckte Theil des (schwarzen oder weissen) Grundes als 16theilige Einheit gerechnet wird. Stehen beide Grundtöne neben einander, so geschieht diess auf zweierlei Weise, entweder so, dass das Schwarz oder das Weiss vorherrscht und das Entgegengesetzte in sehr starker Minorität ist, oder nach dem Gesetze der Gleichver- theilung, wie bei den quarrirten Fussböden. Der erste dieser beiden Fälle ist beinahe demjenigen gleich, wenn nur eines von beiden Extremen Grundton bildet; die Farbenornamentation auf dem vorherrschenden Grundtone ist mit der Ornamentation auf dem untergeordneten Grundtone in Beziehung auf Helle und Dun- kelheit so abzuwägen, dass die Opposition der beiden Extreme, nämlich des weissen und schwarzen Grundes, dadurch bis zu einem bestimmten Grade, der von Umständen abhängt, nivellirt wird. Ist das Weiss und Schwarz als Grund gleich vertheilt, so nivelliren sie sich von selbst, doch lässt sich farbige Ornamentation damit in Verbindung setzen, die nach dem früher entwickelten Prinzipe der mittleren Proportionalität in sich selbst Auflösung findet und zu-",23,0,2,0,0,2,0,0,0,1445,0,facs_2_r17,"3692,1695 6200,1695 6200,4096 3692,4096",6021708.0,1.0,0.0,0.0,0.0,0.0,0.0
25,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.28ioa2,"1 Doch sind natürlich auch andere Verbindungen dieser drei Farben ge- stattet. Setzt man z. B. den blaugrünen Grund = 8 (wobei 6 Theile auf Blau und 2 Theile auf Gelb kommen mögen), so bleibt für die Muster ein Raum von 8 Theilen. Soll dieses Muster nur eine anchor line gemischte Farbe haben, so besteht diese aus 5mal Roth, 1mal Gelb und ¦ 42mal Blau.",5,0,0,4,1,3,0,2,0,353,0,facs_2_r18,"3708,4180 6180,4180 6180,4604 3708,4604",1048128.0,0.0,0.0,0.0,1.0,0.0,0.0
26,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.KeWPSK,2mal,1,0,0,1,0,0,0,0,0,4,0,facs_2_r19,"4683,4727 4999,4727 4999,4628 4683,4628",31284.0,0.0,0.0,1.0,0.0,0.0,0.0
27,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_2.xml,p.YNNM7F,2mal Blau,2,0,0,2,0,0,0,0,0,9,0,facs_2_r20,"6212,4414 6579,4414 6579,4672 6212,4672",94686.0,0.0,0.0,1.0,0.0,0.0,0.0
28,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.5GhyJi,52,1,0,0,0,0,0,0,0,0,2,0,facs_3_r1,"560,365 648,365 648,439 560,439",6512.0,0.0,0.0,0.0,0.0,1.0,0.0
29,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.9zNsFJ,Drittes Hauptstück.,1,0,0,0,0,0,0,0,0,19,0,facs_3_r2,"1489,341 2094,341 2094,411 1489,411",42350.0,0.0,0.0,0.0,1.0,0.0,0.0
30,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.IDCy4A,"gleich durch den Kontrast des Hell und Dunkel auf Dunkel und Hell den etwa zu hart erscheinenden Gegensatz der gleichvertheil- ten Gründe mildern darf. Für die schwarzen und weissen Gründe tritt auch oft ein neutraler grauer Grundton ein, der bei der Far- benvertheilung nach dem Gesetze der mittleren Proportionalität nicht mitzählt, so dass nur der von Arabesken und Mustern be- deckte Theil dieses Grundes die 16theilige Flächeneinheit bildet, in welcher sich die drei Hauptfarben des Ornamentes nach dem Gesetze der mittleren Proportionalität zu theilen haben. Jedoch wird bei ähnlichen Combinationen stets eine besondere Stimmung der Farben nothwendig, da der neutrale Grund stets in die eine oder die andere Grundfarbe hineinspielt, so dass er auch als Farbe thätig wird.",13,0,0,0,0,0,0,0,0,777,0,facs_3_r3,"558,507 3045,507 3045,1875 558,1875",3402216.0,1.0,0.0,0.0,0.0,0.0,0.0
31,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.cYue9P,"Das Schwarz und Weiss dient in der orientalischen Polychromie auch oft als Vermittlung, und zwar vorzugsweise zur Umrän- derung der farbigen Parthieen und ihrer inneren Details, eine sehr wirksame Methode, den Theilen der Flächendekoration im Ein- zelnen mehr Geltung zu verschaffen und doch gleichsam wie durch ein über das Ganze gespanntes feines Netzwerk die Gesammtein- heit zu erhöhen. Die Wahl zwischen Schwarz und Weiss als Um- ränderung ist nicht immer leicht zu treffen, obschon im Ganzen, wie sich von selbst versteht, das Dunkle hell, das Helle dunkel zu umrändern ist. Es kommt dabei aber in Betracht (und dieses erschwert die Wahl der Umränderung), dass Helles noch heller, Dunkles noch dunkler wird, wenn man jenes mit Schwarz, dieses mit Weiss umrändert.",13,0,0,0,0,1,0,0,0,769,0,facs_3_r4,"569,1864 3064,1864 3064,3211 569,3211",3360765.0,1.0,0.0,0.0,0.0,0.0,0.0
32,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.Fc1vJY,"Für das Schwarz und Weiss tritt auch das (satte neutrale in- dische) Roth an die Stelle und wird als Umränderung benutzt. Noch häufiger und reicher ist die Umränderung mit goldenen oder silbernen Fäden. Das Gold kann gleich dem Schwarz und dem Weiss neutral sein und wird dann ebenso benutzt, wie Schwarz und Weiss, nämlich als Grund und als Einfassung. Dieses köst- liche Medium besitzt durch seinen Glanz die Eigenschaft beider Extreme des Schwarzen und Weissen und passt daher für alle Combinationen. Zugleich tritt es, wo dieses der Harmonie förder- sam ist, als Farbe, nämlich als nuancirtes Gelb, in Wirksamkeit.",10,0,0,0,0,0,0,0,0,618,0,facs_3_r5,"567,3216 3065,3216 3065,4272 567,4272",2637888.0,1.0,0.0,0.0,0.0,0.0,0.0
33,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.EJf34q,"Das entgegengesetzte Prinzip der Ornamentation zu diesem ist nun das der Subordination, welches darin besteht, dass die Kontraste der Farben und der Töne nicht durch Abwägen ihrer",3,0,1,0,0,1,0,0,0,179,0,facs_3_r6,"583,4262 3061,4262 3061,4577 583,4577",780570.0,1.0,0.0,0.0,0.0,0.0,0.0
34,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.bDA267,53,1,0,0,0,0,0,0,0,0,2,0,facs_3_r7,"6081,332 6170,332 6170,404 6081,404",6408.0,0.0,0.0,0.0,0.0,1.0,0.0
35,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.AKifrm,Textile Kunst. Die Deeke.,1,0,1,0,0,0,0,0,0,25,0,facs_3_r8,"4495,328 5351,328 5351,388 4495,388",51360.0,0.0,0.0,0.0,1.0,0.0,0.0
36,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.gUnSme,"Wirkungen nivellirt werden, sondern sich einander bis zu einem bestimmten Kulminationspunkte steigern, der in einem ‡ Grade das ganze System beherrscht, dass durch seine überwiegende Autorität die Einheit der Gesammtwirkung erreicht wird.",4,0,0,1,0,0,0,1,0,238,0,facs_3_r9,"3697,496 6184,496 6184,913 3697,913",1037079.0,1.0,0.0,0.0,0.0,0.0,0.0
37,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.X3Bf12,"Dieses geschieht schon dadurch, dass eben das Zusammen- wirken der subordinirten kontrastirenden Elemente die Autorität des herrschenden Elementes hält und kräftigst unterstützt. Wo ein Zusammenwirken von Kräften nach einem gemeinsamen Ziele sich zeigt, dort tritt Einheit in der Mannigfaltigkeit zur Erscheinung.",5,0,0,0,0,2,0,0,0,313,0,facs_3_r10,"3700,915 6188,915 6188,1446 3700,1446",1321128.0,1.0,0.0,0.0,0.0,0.0,0.0
38,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.lK8ZTz,"Die Durchführung der Theorie der Polychromie, die aus diesem Subordinationsprinzipe hervorgeht, sei bis zu einer Gelegenheit ver- schoben, bei welcher sie unmittelbare und ungetheilte Anwendung findet. Es wird sich dabei zeigen, dass ein solches System zu- gleich dasjenige ist, welches den Elementen desselben die grösste Freiheit der Entwicklung und die meiste Unabhängigkeit innerhalb der ihnen angewiesenen Schranken gestattet.1",7,0,0,0,0,1,0,1,0,432,0,facs_3_r11,"3706,1439 6189,1439 6189,2174 3706,2174",1825005.0,1.0,0.0,0.0,0.0,0.0,0.0
39,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.G0KLhx,"Es gestaltet sich durch freies Zusammenwirken von Einheiten, die gleichsam von einander emancipirt sind und die selbst wieder nach dem Prinzipe der Subordination (oder der Hierarchie, wenn dieser Ausdruck erlaubt ist) durch Elemente zweiter Ord- nung, die ein gemeinsames Ziel verbindet, sich als einheitlich im Mannichfaltigen kund geben. Es ist einleuchtend, nach dem un- tergeordneten Verhalten, welches der Decke und jeglicher Umklei- dung zukommt (worüber oben bereits das Nöthige gesagt worden ist), dass auf ihnen sich ein System der Polychromie, wie das zuletzt erwähnte, nicht vollständig entwickeln darf, sondern höch- stens vorbereiten kann, weil sie eben nur die dienenden, vorbe- reitenden Elemente eines Ganzen sind, dessen Mittelpunkt der Beziehungen nicht die Hülle oder Decke ‡ ist, sondern vielmehr dasjenige, was durch die Hülle und die Decke als Einheitliches bezeichnet wird. Dass für Hintergründe der bezeichnten Art das System der polychromen Ornamentation, welches aus dem Prin- zipe der gleichmässigen Vertheilung hervorgeht, schon desshalb das angemessenste und vielleicht das einzige sei, welches hier,",18,0,0,1,0,2,0,1,0,1129,0,facs_3_r12,"3710,2173 6196,2173 6196,4046 3710,4046",4656278.0,1.0,0.0,0.0,0.0,0.0,0.0
40,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.05r6pC,"1 Vergl. mit dem Angedeuteten: Observations on some specimens of metal work by Prof. Semper in dem Catalogue of the Museum of orna- mental art at Marlboroughhouse. London. 5th Edition. 1853. Dessgl. Field’s Chromatic Equivalents, und Appendix D des oben erwähnten Katalogs, der meinen Aufsatz von Aven. Jones ‡ enthält. über Farben enthält",5,0,5,3,3,9,0,1,0,339,0,facs_3_r13,"3730,4125 6196,4125 6196,4562 3730,4562",1077642.0,0.0,0.0,0.0,1.0,0.0,0.0
41,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.ioiEdW,‡ solchen,1,0,0,1,0,0,0,1,0,9,0,facs_3_r14,"6188,548 6621,548 6621,777 6188,777",99157.0,0.0,0.0,1.0,0.0,0.0,0.0
42,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.ScWyPi,"‡ noch irgend ein her- vorleuchten der Theil auf ihr ist,",6,0,0,6,0,0,0,1,0,57,0,facs_3_r15,"6158,3353 6655,3353 6655,4157 6158,4157",399588.0,0.0,0.0,1.0,0.0,0.0,0.0
43,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.bJZQlw,", nach Equivalents",2,0,0,2,0,0,2,0,0,18,0,facs_3_r16,"6199,4351 6613,4351 6613,4661 6199,4661",128340.0,0.0,0.0,1.0,0.0,0.0,0.0
44,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.el0Lbx,del m,1,0,0,1,0,0,2,0,0,5,0,facs_3_r17,"3480,4442 3717,4442 3717,4581 3480,4581",32943.0,0.0,0.0,1.0,0.0,0.0,0.0
45,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_3.xml,p.a3aqYX,‡ Owen Jones,1,0,1,1,0,0,2,1,0,12,0,facs_3_r18,"5330,4567 6343,4567 6343,4805 5330,4805",241094.0,0.0,0.0,1.0,0.0,0.0,0.0
46,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_4.xml,p.4oeW4s,54,1,0,0,0,0,0,0,0,0,2,0,facs_4_r1,"528,392 617,392 617,466 528,466",6586.0,0.0,0.0,0.0,0.0,1.0,0.0
47,C:\Users\elena\Documents\GitHub\semper-tei_new\scripts\Q_rendition_automation\data_xmls\20_Ms_252_10_4.xml,p.kgwxTU,Drittes Hauptstück.,1,0,0,0,0,0,0,0,0,19,0,facs_4_r2,"1467,373 2073,373 2073,441 1467,441",41208.0,0.0,0.0,0.0,1.0,0.0,0.0
